fecha_evento,albaran_id,eventos_total,eventos_override,coherence_before,coherence_after,policy_applied,policy_reason,run_id,ts_utc
2029-05-12,AE 312,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-13,AE 314,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-13,AE 315,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-13,AE 316,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-14,AE 317,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-14,AE 318,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-14,AE 319,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-14,AE 320,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-15,AE 321,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-15,AE 322,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-15,AE 323,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-15,AE 324,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-15,AE 325,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-15,AE 326,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-15,AE 327,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-15,AE 328,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-16,AE 329,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-16,AE 330,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-16,AE 331,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-16,AE 332,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-19,AE 333,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-19,AE 334,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-19,AE 335,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-20,AE 336,5,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-20,AE 337,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-20,AE 338,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-20,AE 339,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-20,AE 340,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-20,AE 341,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-21,AE 342,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-21,AE 343,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-21,AE 344,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-21,AE 345,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-22,AE 346,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-23,AE 348,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-23,AE 349,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-26,AE 350,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-26,AE 351,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-26,AE 352,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-26,AE 353,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-27,AE 355,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-27,AE 356,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-27,AE 357,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-30,AE 367,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-30,AE 368,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-30,AE 370,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-30,AE 371,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-05-30,AE 372,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-02,AE 369,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-02,AE 373,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-02,AE 374,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-02,AE 375,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-03,AE 376,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-03,AE 377,2,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-03,AE 378,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-03,AE 379,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-04,AE 380,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-04,AE 381,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-04,AE 382,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-04,AE 384,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-04,AE 385,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-05,AE 386,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-05,AE 387,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-05,AE 388,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-05,AE 389,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-05,AE 390,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-06,AE 391,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-06,AE 392,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-06,AE 393,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-06,AE 394,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-06,AE 395,5,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-06,AE 396,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-09,AE 397,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-09,AE 398,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-09,AE 399,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-09,AE 400,2,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-09,AE 401,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-10,AE 402,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-10,AE 403,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-10,AE 404,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-10,AE 405,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-11,AE 406,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-11,AE 407,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-11,AE 408,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-11,AE 409,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-11,AE 410,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-12,AE 411,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-12,AE 412,2,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-12,AE 413,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-12,AE 414,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-12,AE 415,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-12,AE 416,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-13,AE 417,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-13,AE 418,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-13,AE 419,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-13,AE 420,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-13,AE 421,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-13,AE 422,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-13,AE 423,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-13,AE 424,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-13,AE 425,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-16,AE 426,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-16,AE 427,2,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-16,AE 428,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-16,AE 429,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-16,AE 430,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-16,AE 431,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-16,AE 432,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-16,AE 433,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-16,AE 434,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-17,AE 435,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-17,AE 436,2,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-17,AE 437,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-17,AE 438,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-17,AE 439,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-18,AE 440,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-18,AE 441,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-18,AE 442,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-18,AE 443,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-18,AE 444,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-18,AE 445,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-19,AE 446,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-19,AE 447,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-20,AE 448,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-20,AE 449,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-20,AE 450,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-20,AE 451,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-20,AE 452,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-23,AE 453,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-23,AE 454,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-23,AE 455,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-23,AE 456,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-24,AE 458,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-25,AE 460,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-25,AE 461,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-25,AE 462,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-25,AE 463,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-25,AE 464,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-25,AE 465,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-25,AE 466,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-25,AE 467,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-26,AE 468,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-26,AE 469,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-26,AE 470,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-26,AE 471,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-26,AE 472,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-26,AE 473,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-27,AE 474,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-27,AE 475,2,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-27,AE 476,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-27,AE 477,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-27,AE 478,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-27,AE 479,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-27,ALBARAN_FOCUS,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-30,AE 481,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-30,AE 482,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-30,AE 483,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-06-30,AE 484,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-01,AE 485,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-01,AE 486,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-01,AE 487,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-01,AE 488,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-02,AE 489,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-02,AE 490,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-02,AE 491,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-03,AE 492,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-03,AE 493,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-03,AE 494,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-03,AE 495,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-03,AE 496,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-04,AE 497,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-04,AE 498,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-04,AE 499,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-04,AE 500,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-04,AE 501,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-07,AE 504,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-07,AE 505,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-08,AE 506,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-08,AE 507,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-08,AE 508,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-09,AE 509,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-09,AE 510,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-10,AE 514,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-10,AE 515,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-10,AE 516,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-10,AE 517,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-11,AE 518,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-11,AE 519,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-11,AE 520,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-11,AE 521,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-11,AE 522,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-14,AE 523,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-14,AE 524,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-15,AE 525,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-16,AE 528,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-16,AE 529,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-16,AE 530,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-17,AE 531,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-17,AE 532,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-17,AE 533,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-17,AE 534,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-18,AE 535,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-18,AE 536,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-18,AE 537,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-18,AE 538,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
